userName,roomName,category,fans,roomUrl
GuaLa,南昌鱼乐狼人杀面杀直播,狼人杀专区,98,http://www.douyu.com/492
lzyshiki,DJMAX RESPECT 刷刷5B,音乐游戏,245,http://www.douyu.com/496
Jimme,KiraSei | 绮罗星,怀旧游戏,11656,http://www.douyu.com/500
用啥ID才会被吐槽呢,【⑦技术】最终幻想大杂烩,主机游戏,36,http://www.douyu.com/505
库特菌,【声控福利】库特菌今天回归斗鱼啦！,主机游戏,53156,http://www.douyu.com/510
lara酱,一股low的气息！,DNF,16,http://www.douyu.com/512
苦逼的人起什么名,苦逼第一天播,新游中心,21,http://www.douyu.com/521
魔法师,ff14-豆芽也想打零式,热门网游,192,http://www.douyu.com/522
笨笨笨狐狸,与小姐姐有个约会,王者荣耀,1110142,http://www.douyu.com/525
六组大飞irl丶GTR,一个人玩游戏一个人看,绝地求生,65027,http://www.douyu.com/527
小展昭,回到梦开始的地方~,主机游戏,5723,http://www.douyu.com/535
DanteAg,良心商人Dante,怀旧游戏,53,http://www.douyu.com/541
秃子,【DAYZ】noob.kill me,主机游戏,1537,http://www.douyu.com/544
游戏风云血库,[血库]7.0~PVP服又没人,魔兽世界,2022,http://www.douyu.com/546
Duksi,给点掌声么？,魔兽世界,11283,http://www.douyu.com/555
richard_di,里理厅SDVX测试,音乐游戏,234,http://www.douyu.com/563
zym7640,【竞技主播】  啦啦啦我是一只小菜B。,穿越火线,9,http://www.douyu.com/565
wuxingx,体验吃大鸡,绝地求生,7,http://www.douyu.com/567
火焰,我怎么这么菜啊！,风暴英雄,5,http://www.douyu.com/568
叫我小呆好了,石器时代手游直播打萨村族战,新游中心,110,http://www.douyu.com/589
大基吧,大基吧#你们有我大?,DOTA2,6,http://www.douyu.com/595
leonrogue,COD9菜鸟的流放之路,竞速游戏,51,http://www.douyu.com/607
涼拌人形,两悦倜酒陵,鱼教,20,http://www.douyu.com/621
rechald,Remind a Locus,音乐游戏,11,http://www.douyu.com/635
zealotgbb,NBA2K17 直播测试,网游前瞻,19,http://www.douyu.com/637
斗牌TV,夜深了，鲨鱼土豪们又出来游走捕鱼了！,棋牌娱乐,203242,http://www.douyu.com/645
美树本晴彦,看！灰机！︿(￣︶￣)︿,仙境传说,10,http://www.douyu.com/646
l无聊老紫l,【老紫】无人深空-离中心179796光年,主机游戏,604,http://www.douyu.com/648
lvyao,teeee,英雄联盟,1,http://www.douyu.com/655
泥巴,随便打打美服,主机游戏,81,http://www.douyu.com/658
孤寂的仙,咕哒子怼柱子,高达文化区,4405,http://www.douyu.com/662
Mr丶Dj,康庄大道由我来造,饥荒,7,http://www.douyu.com/663
霹雳直播,这里是霹雳大宇宙 新节目已经上线,户外,82854,http://www.douyu.com/668
斗鱼汽车官方直播间,GPGP金港大奖赛,汽车,904,http://www.douyu.com/669
震字诀,鱼塘的一条鱼,主机游戏,51,http://www.douyu.com/679
要不要草,随意的主播 随意播,,20,http://www.douyu.com/686
longji7758,水杯的日常,魔兽争霸,13,http://www.douyu.com/687
指法芬芳张大仙,神仙在直播！,王者荣耀,5171149,http://www.douyu.com/688
laohutiti,神界:原罪2 第n次重玩了~,主机游戏,5,http://www.douyu.com/689
血月,一二三四五12345222,绝地求生,110,http://www.douyu.com/701
布托布舒服斯基,本周已过10层，亲友飞起来。,魔兽世界,9,http://www.douyu.com/703
西小鸟,西西♚德玛西亚之翼吃鸡♚,绝地求生,7809,http://www.douyu.com/734
Michaelia丶,NGA圣光牧师团-Michaeliac,魔兽世界,1377,http://www.douyu.com/755
aoikagami,14th C Cup全程直播！！！！,颜值,130,http://www.douyu.com/765
sairing,动不动就50人，150人团队事件,热门网游,189,http://www.douyu.com/769
死线之蓝,[玖诸机关]盒子敢死队～,绝地求生,31,http://www.douyu.com/774
ScSolAr,人家是音游喵ฅ&#039;ω&#039;ฅ,音乐游戏,718,http://www.douyu.com/779
仙缘逍遥,晚间娱乐时间,颜值,1,http://www.douyu.com/784
minsa,795,户外,1,http://www.douyu.com/795
Zeonn,闲来无事瞎看补时间,视听点评,93,http://www.douyu.com/811
LZz酱的忧郁,大嘴露露意大利炮下路配合献给你们！,英雄联盟,869,http://www.douyu.com/814
Jonathan_Berg,闪轨3好长啊  快疯了,主机游戏,121,http://www.douyu.com/824
帕黎恩,9层英灵殿复仇,网游前瞻,122,http://www.douyu.com/835
lightshader,解说尝试：DOTA2内战,DOTA2,2845,http://www.douyu.com/836
神之脚盆,建文结婚直播,颜值,11,http://www.douyu.com/839
雾岛镜华,sdvx机厅试播,音乐游戏,19,http://www.douyu.com/842
萧枫叶,桌面地下城--玩游戏靠的是脑子！,战就战,9,http://www.douyu.com/843
我是空格,wulalallalalalalalal,CS:GO,104,http://www.douyu.com/849
chainsweetlove,Van's Stream,精灵宝可梦,24,http://www.douyu.com/851
lilisama,吃鸡？不存在的。,绝地求生,375,http://www.douyu.com/853
秋SAMA,啊啊啊啊啊啊啊！,英雄联盟,3,http://www.douyu.com/857
七煌孙立人,立人：从0开始练李白,王者荣耀,831462,http://www.douyu.com/863
西斯JOK,FIFA18 UT继续开包,足球竞技,217,http://www.douyu.com/867
乔文忠,堵桥双侠没洗头,绝地求生,2,http://www.douyu.com/879
月森,•̀.̫•́✧,英雄联盟,10,http://www.douyu.com/898
撧撧嘴,钻石星耀局,王者荣耀,53,http://www.douyu.com/899
Aria阿日哥,我要打十一个,英雄联盟,11541,http://www.douyu.com/901
mark3709,212生放送,颜值,3,http://www.douyu.com/902
一只大幽灵,今天两个史诗1-8,魔兽世界,2723,http://www.douyu.com/906
chobitsos,贝纳：蓝拳专场！,DNF,338,http://www.douyu.com/914
玄冥忌,FF14终于开4.0了,主机游戏,974,http://www.douyu.com/919
猫缩,菜比猫缩直播,守望先锋,12,http://www.douyu.com/924
月亮执事,跑跑蹲蹲滚滚跳跳,,23877,http://www.douyu.com/928
miku233,随便播播，请不要过度期待,网游前瞻,25,http://www.douyu.com/935
mizukiruri,不播一下直播间又要被关了,单机手游,12,http://www.douyu.com/940
团团子,【大】新手游 矿星之争,单机手游,17,http://www.douyu.com/942
國窖,试播一下吃鸡,绝地求生,149,http://www.douyu.com/956
LostFeather,[喂狗组]低调打碟,主机游戏,96994,http://www.douyu.com/962
crtom,声音测试（（,主机游戏,162,http://www.douyu.com/984
LonelyX,LonelyX:美服我好像变强了。,绝地求生,3038,http://www.douyu.com/985
hsj1207,大菠萝 直播输钱,棋牌娱乐,4259,http://www.douyu.com/1000
one7th,复健失败，还是听音盲扫吧,怀旧游戏,40,http://www.douyu.com/1001
Mukuro骸,【呆老師】LOL韓服1-30級之旅,英雄联盟,289,http://www.douyu.com/1006
jason19659,switch游戏-测试直播,主机游戏,9,http://www.douyu.com/1033
gomipako,什么游戏都玩 什么游戏都玩不好,绝地求生,88,http://www.douyu.com/1034
winalpha,吃鸡不成蚀把米2,竞速游戏,123,http://www.douyu.com/1036
斯威特,CMUTV-2(ChinaMUJJTelevision-2),炉石传说,12,http://www.douyu.com/1039
Mystia凉茶,直播推流压力测试,音乐,20,http://www.douyu.com/1042
Siren65,其实是鱼生鲜,主机游戏,2,http://www.douyu.com/1053
狮子,没了没了没了,视听点评,20473,http://www.douyu.com/1055
杨祯,"{小杨同志}人家有盲僧.我有盲扫,...",主机游戏,37,http://www.douyu.com/1073
菜死你不偿命,1078的直播间,综合手游,812,http://www.douyu.com/1078
三太,三太直播室,英雄联盟,2,http://www.douyu.com/1080
tabbycat,一二三四五123456,守望先锋,159,http://www.douyu.com/1081
一千零九十九夜,兰陵王隐身给你刷666,新游中心,26,http://www.douyu.com/1085
salajoo,一只钟情大乱斗的？,英雄联盟,2,http://www.douyu.com/1090
带猫耳的缘爷,初音未来 X 鼓童 特别演出 直播,英雄联盟,1176,http://www.douyu.com/1118
